title,title_normalized,description,release_date,total_duration,songs_count,cover_image_url,spotify_url,artist_id
TRANSLATION,translation,Media remain nothing. Cut option sit market.,2020-11-02,00:37:48,10,https://i.scdn.co/image/ab67616d0000b2735a7f21dad5c796d719650972,https://open.spotify.com/album/0uxvuY8Ek2ojzHrWTg2PDc,92
Chip Chrome & The Mono-Tones (Deluxe),chip chrome & the mono-tones (deluxe),Result develop room attack.,2020-12-11,00:31:39,10,https://i.scdn.co/image/ab67616d0000b2733552d3f419afe41cf9b0bd0a,https://open.spotify.com/album/2JyArayVlT6t3MVWLLdSwZ,93
Chip Chrome & The Mono-Tones,chip chrome & the mono-tones,Approach hit stuff.,2020-09-25,00:28:50,10,https://i.scdn.co/image/ab67616d0000b2731a721f3757e5b67f87e1acd3,https://open.spotify.com/album/4uNgt1uQs6wZRm4giB3shX,93
Hard To Imagine The Neighbourhood Ever Changing,hard to imagine the neighbourhood ever changing,Enjoy almost age defense relationship view.,2018-11-02,00:34:25,10,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,https://open.spotify.com/album/0ODLCdHBFVvKwJGeSfd1jy,93
Wiped Out!,wiped out!,View market life join write.,2015-10-30,00:41:57,10,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,https://open.spotify.com/album/18iFxjZugvKhuNNMbLjZJF,93
#000000 & #FFFFFF (No DJ Version),#000000 & #ffffff (no dj version),Movie wide future standard drop down.,2014-11-28,00:33:40,10,https://i.scdn.co/image/ab67616d0000b273dc55b97e9bb9f1c0addc6d57,https://open.spotify.com/album/2mKqHATk7WVbtazVkSe9w0,93
I Love You. (Chopped Not Slopped),i love you. (chopped not slopped),Low sort indeed run run.,2013-10-28,00:51:59,10,https://i.scdn.co/image/ab67616d0000b2738638d6dac9467c0b50da105e,https://open.spotify.com/album/7aoR56Mf03N4pZBFOjx0Oh,93
I Love You. (Slowed Down),i love you. (slowed down),Major free eat real rather.,2013-04-23,00:46:09,10,https://i.scdn.co/image/ab67616d0000b273fc1fd6dcb18589fa1c1a73e3,https://open.spotify.com/album/742rc3IvCNtvhEZIsjLfyu,93
I Love You. (10th Anniversary Edition),i love you. (10th anniversary edition),Organization share check value tonight likely.,2013-04-23,00:41:33,10,https://i.scdn.co/image/ab67616d0000b273a6de8caf3859196ec74650f9,https://open.spotify.com/album/5n7S9xN6tYY8aGJU3kE0Va,93
I Love You. (Sped Up),i love you. (sped up),Firm certain fear choose.,2013-04-22,00:36:07,10,https://i.scdn.co/image/ab67616d0000b273425f3f68c76b11c5aa8cd51e,https://open.spotify.com/album/6nDM0bDRJ1Ni1sMzx7YQ0J,93
I Love You.,i love you.,Child challenge baby community memory student.,2013-04-19,00:41:33,10,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,https://open.spotify.com/album/4xkM0BwLM9H2IUcbYzpcBI,93
PELIGROSA,peligrosa,Apply adult news ready.,2024-07-12,00:02:14,1,https://i.scdn.co/image/ab67616d0000b273f78c5533df63ff4c3e86f64b,https://open.spotify.com/album/6KiPy0AFWwVK4pTIstFbLz,94
Gata Only (Remix),gata only (remix),Can stand single I computer trial simple.,2024-06-07,00:03:50,1,https://i.scdn.co/image/ab67616d0000b27313670f209a9a9a7876c315e1,https://open.spotify.com/album/3j6Hr2FWIsjgTKWbfRx0tu,94
APAGA EL CEL,apaga el cel,Model information may out pattern art debate.,2024-05-17,00:03:04,1,https://i.scdn.co/image/ab67616d0000b273c44bb461e0efd6a5b88e2dec,https://open.spotify.com/album/3tgMwB1zSEt1CqCdJ3zytF,94
A POKA LUZ,a poka luz,Shoulder letter another apply.,2024-04-12,00:02:24,1,https://i.scdn.co/image/ab67616d0000b273c8acb82395f136cab7f7f5ab,https://open.spotify.com/album/1wGSSU8qO6PernvEJt8rfi,94
Gata Trata,gata trata,Management training middle American.,2024-03-12,00:03:02,1,https://i.scdn.co/image/ab67616d0000b273e5ef4ce80fb100e8c2546d15,https://open.spotify.com/album/0QYl8ncel6g98yLESTUgHJ,94
ME GUSTA,me gusta,Center that area near crime least.,2024-03-01,00:02:15,1,https://i.scdn.co/image/ab67616d0000b273972bdaa23873c2c2177c492a,https://open.spotify.com/album/3HNqyB10NeGik7ZP4QSj4G,94
Gata Only,gata only,Worry finally tree boy gun.,2024-02-02,00:03:42,1,https://i.scdn.co/image/ab67616d0000b273c4583f3ad76630879a75450a,https://open.spotify.com/album/5tSQtQGkrCJx3hoQxmLgfM,94
Que Quieres?,que quieres?,Age yard better its.,2024-01-24,00:02:37,1,https://i.scdn.co/image/ab67616d0000b273b1e39ce917f9ba77e3eb7b7c,https://open.spotify.com/album/0VU8z2yj3vDwo5qZeLMVtJ,94
Pa la Europa,pa la europa,Voice country be about prove. Half shoulder week.,2023-12-07,00:02:22,1,https://i.scdn.co/image/ab67616d0000b273ef7fa40d5c22d55fd63b1188,https://open.spotify.com/album/5fWhpivmEPPgQjoH8v3EsP,94
LLEGAMOS,llegamos,Able media building.,2023-10-06,00:02:46,1,https://i.scdn.co/image/ab67616d0000b273dd3843fe29382e5af4d9d4fa,https://open.spotify.com/album/2la0bdzdEtDagHOiwrXsRy,94
Thriller 40,thriller 40,Each accept group government water American best.,2022-11-18,00:47:21,10,https://i.scdn.co/image/ab67616d0000b273822e06488f98e53e8743ff6b,https://open.spotify.com/album/57TzZhbqvYoUBzJSVKFVlG,95
XSCAPE - Track by Track Commentary,xscape - track by track commentary,First fact project serious personal operation.,2014-05-09,00:06:25,8,https://i.scdn.co/image/ab67616d0000b273b0d94b7836b13bae6bbf36ba,https://open.spotify.com/album/54WFfZzds26NrwcmStfamd,95
XSCAPE,xscape,Provide beat pay computer.,2014-05-09,00:42:07,10,https://i.scdn.co/image/ab67616d0000b27384dc5d0b8018238584522562,https://open.spotify.com/album/7pomP86PUhoJpY3fsC0WDQ,95
Bad 25th Anniversary,bad 25th anniversary,Hand happen work letter.,2012-09-18,00:43:30,10,https://i.scdn.co/image/ab67616d0000b2731bb21d27effb96a1d0fe8d6d,https://open.spotify.com/album/24TAupSNVWSAHL0R7n71vm,95
Michael,michael,Maintain success require.,2010-12-10,00:27:23,7,https://i.scdn.co/image/ab67616d0000b273a7ef06d1e0bad6fe2ff028f6,https://open.spotify.com/album/5S7ySBYbWKsZdVYQrNtrWf,95
Thriller 25 Super Deluxe Edition,thriller 25 super deluxe edition,Rate finish soon really human politics.,2008-02-08,00:42:41,10,https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be,https://open.spotify.com/album/1C2h7mLntPSeVYciMRTF4a,95
Invincible,invincible,Do even other film on front.,2001-10-29,00:49:12,10,https://i.scdn.co/image/ab67616d0000b273463de2351439f6532ff0dfbd,https://open.spotify.com/album/52E4RP7XDzalpIrOgSTgiQ,95
BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,blood on the dance floor/ history in the mix,Serious you whole into.,1997-05-11,00:52:16,10,https://i.scdn.co/image/ab67616d0000b273983d03d4dee6600fb095a9e6,https://open.spotify.com/album/0RNsFWWdiz1rrdLI1pwbvJ,95
"HIStory - PAST, PRESENT AND FUTURE - BOOK I","history - past, present and future - book i",Read entire rate listen former interview.,1995-06-16,00:45:18,10,https://i.scdn.co/image/ab67616d0000b273d0593178c6c2594693ee34b7,https://open.spotify.com/album/3OBhnTLrvkoEEETjFA3Qfk,95
Dangerous,dangerous,Door series color.,1991-11-13,00:52:50,10,https://i.scdn.co/image/ab67616d0000b2733b9f8b18cc685e1502128aa8,https://open.spotify.com/album/0oX4SealMgNXrvRDhqqOKg,95
COMING HOME (Expanded Edition),coming home (expanded edition),Step much seven cover enjoy front be.,2024-02-09,00:34:12,10,https://i.scdn.co/image/ab67616d0000b273e08ef646ad282f17855bfef5,https://open.spotify.com/album/7GZwgBHhaazZ2QnrvbpDPO,96
COMING HOME,coming home,Good thousand tonight quite girl.,2024-02-09,00:34:12,10,https://i.scdn.co/image/ab67616d0000b273b1275388ad40a8ebd1b31939,https://open.spotify.com/album/7Ic1aiLXMmyyi0cVkk04aS,96
My Way (25th Anniversary Edition),my way (25th anniversary edition),Kind heavy talk degree determine second.,2022-09-16,00:40:23,10,https://i.scdn.co/image/ab67616d0000b273770658a6635c8316883e03e4,https://open.spotify.com/album/3ideAfrVvWpeZkKB9fOz81,96
"""A""","""a""",Herself strategy president family senior always.,2018-10-12,00:27:14,8,https://i.scdn.co/image/ab67616d0000b27369552ae2b60fed0ba6c4905b,https://open.spotify.com/album/7JZi4kTfYCJcqOzVbKAYh5,96
Hard II Love,hard ii love,Front become return military three get develop.,2016-09-16,00:34:38,10,https://i.scdn.co/image/ab67616d0000b2739b28f49db857e25b5374ccb1,https://open.spotify.com/album/4HAuPn3A4uu9n7RYNk1dOz,96
Looking 4 Myself (Expanded Edition),looking 4 myself (expanded edition),Return clear attention method future type.,2012-06-12,00:39:45,10,https://i.scdn.co/image/ab67616d0000b27367904c75eaa75db6b1b2cf6a,https://open.spotify.com/album/7eyuQZCLG5tdjWpKZbDE8g,96
Versus,versus,Into something should message six.,2010-08-24,00:37:54,9,https://i.scdn.co/image/ab67616d0000b2733e12c3e29329b8e88a78b32a,https://open.spotify.com/album/6bnDvfVdO3LarvcpWEzmeD,96
Raymond v Raymond (Expanded Edition),raymond v raymond (expanded edition),Drug sort six to heavy help. Like senior even.,2010-03-30,00:43:51,10,https://i.scdn.co/image/ab67616d0000b27386b0c9728ad3ed338eaeea79,https://open.spotify.com/album/6A1F3Fkq5dYeYYNkXflcTX,96
Here I Stand,here i stand,Trouble stage already market blood point.,2008-05-27,00:36:51,10,https://i.scdn.co/image/ab67616d0000b2732bca149ba7dd5e45bf233ac3,https://open.spotify.com/album/2peB0xKYHSlIWc5boFA6PW,96
Confessions (Expanded Edition),confessions (expanded edition),Population drug hour should want sound.,2004-03-23,00:33:06,10,https://i.scdn.co/image/ab67616d0000b273365b3fb800c19f7ff72602da,https://open.spotify.com/album/1RM6MGv6bcl6NrAG8PGoZk,96
CHARLIE,charlie,Sure themselves total while small Democrat just.,2022-10-07,00:27:34,10,https://i.scdn.co/image/ab67616d0000b273a3b39c1651a617bb09800fd8,https://open.spotify.com/album/2LTqBgZUH4EkDcj8hdkNjK,98
Voicenotes,voicenotes,Agent trial surface close machine beyond and.,2018-05-11,00:34:38,10,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,https://open.spotify.com/album/0mZIUXje90JtHxPNzWsJNR,98
Nine Track Mind (Deluxe Edition),nine track mind (deluxe edition),House natural son like exactly officer.,2016-11-11,00:34:06,10,https://i.scdn.co/image/ab67616d0000b27366345dc4318d575d294e3567,https://open.spotify.com/album/7E4Zm8sWQgkGyOm2v4d9D4,98
Nine Track Mind,nine track mind,World ball resource. Doctor today fast appear.,2016-01-29,00:34:06,10,https://i.scdn.co/image/ab67616d0000b273633a2d775747bccfbcb17a45,https://open.spotify.com/album/5Nwsra93UQYJ6xxcjcE10x,98
Nine Track Mind (Special Edition),nine track mind (special edition),Ahead third plant. Watch star carry agent.,2015-11-05,00:34:06,10,https://i.scdn.co/image/ab67616d0000b27315145482a542a9adb282250b,https://open.spotify.com/album/5J4SS8wTmXdyIEVYjmHzpZ,98
Hero,hero,Race later social war civil buy toward.,2024-05-24,00:03:16,1,https://i.scdn.co/image/ab67616d0000b273f4c36213d8fbf11dec924f97,https://open.spotify.com/album/62wSbbJY50qycn9uBP4rIC,98
Lose My Breath (Feat. Charlie Puth),lose my breath (feat. charlie puth),Well age office star.,2024-05-10,00:05:33,2,https://i.scdn.co/image/ab67616d0000b2735ba0dedb513880cf318f15cb,https://open.spotify.com/album/1HSW0KtusVmitWsZGhjaJB,98
Lipstick,lipstick,Capital law such their view or.,2023-08-18,00:03:28,1,https://i.scdn.co/image/ab67616d0000b27308ccf011ad52680964601764,https://open.spotify.com/album/0xNBKoAOgkjxgDsmoa5lpV,98
That’s Not How This Works (feat. Dan + Shay & Sabrina Carpenter) [Sabrina’s Version],thats not how this works (feat. dan + shay & sabrina carpenter) [sabrinas version],Small thought inside away fast stand.,2023-04-14,00:05:32,2,https://i.scdn.co/image/ab67616d0000b27328d0067b8d01b6192c88b77d,https://open.spotify.com/album/0TN8dXBkeIqDjVfUV3gPpc,98
That’s Not How This Works (feat. Dan + Shay),thats not how this works (feat. dan + shay),Evidence catch without politics far.,2023-03-31,00:02:45,1,https://i.scdn.co/image/ab67616d0000b273cb3ff5d5083ab1a2aac42234,https://open.spotify.com/album/67IEDkeGYxOvS2RvcarzrT,98
Arijit Singh Top Sad Love Hits,arijit singh top sad love hits,Couple month leader total community improve.,2024-04-26,00:45:43,10,https://i.scdn.co/image/ab67616d0000b273ed64d1b0957f44c0e3d0b3de,https://open.spotify.com/album/0os2iPNHyo2yBFi4A8RKXB,99
Arijit Singh - King of Sad Hits,arijit singh - king of sad hits,Gun white spend.,2024-04-26,00:43:59,10,https://i.scdn.co/image/ab67616d0000b2733e4a88791a5a852747e2361d,https://open.spotify.com/album/2WcskJsPOs5HuFHicXlbcU,99
Arijit Singh - Sad Love Songs,arijit singh - sad love songs,Enough tonight pretty area between base our.,2024-04-25,00:42:59,10,https://i.scdn.co/image/ab67616d0000b273426b907c48173c04e430aa6e,https://open.spotify.com/album/7nwUTtRTuz7ZvJAIJRkF9p,99
Arijit Singh - Reprise and Unplugged Hits,arijit singh - reprise and unplugged hits,Early recent interview operation.,2024-04-25,00:39:24,9,https://i.scdn.co/image/ab67616d0000b273bf04d4754cdcbf0e9c12e840,https://open.spotify.com/album/2Aa7I2sffdVuuBtR97VBV1,99
Arijit Singh Heartbreak Hits,arijit singh heartbreak hits,Nature officer risk point add final we.,2024-04-24,00:46:10,10,https://i.scdn.co/image/ab67616d0000b273a9ab0ac8b6c6d2c68f2daab8,https://open.spotify.com/album/6L8x1JeBN5nXqZFcEVCy5N,99
Arijit Singh - Unheard Gems,arijit singh - unheard gems,Admit certainly mother character strategy.,2024-04-24,00:42:55,10,https://i.scdn.co/image/ab67616d0000b27307d3b7d3fcd04b755b191c48,https://open.spotify.com/album/68fMXL8ncgfgzpEQ16HJu8,99
Airplane Tickets,airplane tickets,Manage letter player money set major edge.,2023-12-08,00:03:18,1,https://i.scdn.co/image/ab67616d0000b273f07f4f8eca2f8fa8f195c2f0,https://open.spotify.com/album/6xEpW40GaWcE663h7cA3Ws,100
Different Breed (feat. Swae Lee & Latto),different breed (feat. swae lee & latto),Nor but popular experience.,2023-10-16,00:02:55,1,https://i.scdn.co/image/ab67616d0000b273d991622748541688d68cc613,https://open.spotify.com/album/5eJ3QcbxAgOauF9yr9OlCT,100
Street Sweeper (feat. Swae Lee),street sweeper (feat. swae lee),Represent light because newspaper.,2023-09-01,00:02:40,1,https://i.scdn.co/image/ab67616d0000b273ac9411a47ce90c6e04f9f218,https://open.spotify.com/album/732QIKM3qkHhwZgxaZsBLZ,100
Wish U Well,wish u well,Writer power ago institution near pressure.,2023-08-25,00:23:31,7,https://i.scdn.co/image/ab67616d0000b273fb7cae45384382850e6433fb,https://open.spotify.com/album/3o8vbZtaT6pPtRJ6y6l0lB,100
Work It Out,work it out,Hospital share only develop full style.,2023-03-17,00:04:09,1,https://i.scdn.co/image/ab67616d0000b2731f5b4867b7cc39d1572425c2,https://open.spotify.com/album/0WDRwZ27sxNClCnQA5raGo,100
Mixed Signals,mixed signals,Here quality probably.,2023-02-15,00:02:46,1,https://i.scdn.co/image/ab67616d0000b2731497da2dc151a8e1aab502e6,https://open.spotify.com/album/6WzfZTWEVpRV9IDr5ZKU4D,100
Tupelo Shuffle (From The Original Motion Picture Soundtrack ELVIS),tupelo shuffle (from the original motion picture soundtrack elvis),Create school born others position yeah.,2022-06-03,00:02:47,1,https://i.scdn.co/image/ab67616d0000b2736f0a746d61c7ccd1bd4bb9d8,https://open.spotify.com/album/72sSngYwMCQjEJcBnjMQoJ,100
LALA (Unlocked) (feat. Swae Lee),lala (unlocked) (feat. swae lee),Lose low measure knowledge reflect later.,2021-09-09,00:04:26,1,https://i.scdn.co/image/ab67616d0000b273cca585ea74a624ce495f5469,https://open.spotify.com/album/18ceMoqxkcGM1xFW4aux6h,100
3860,3860,North term too.,2022-11-25,00:28:11,10,https://i.scdn.co/image/ab67616d0000b273ae692db0a72eaea8e1c852a5,https://open.spotify.com/album/43cDHyzNftlde27nFt8rhV,101
Lost Files,lost files,Body nation whole maintain great.,2022-11-11,00:30:50,10,https://i.scdn.co/image/ab67616d0000b273fc891789b507244bd128650b,https://open.spotify.com/album/5SLvT5S6ZthRj2sOqD649Q,101
Ma’ I Got A Family (A Gangsta Grillz Special Edition Hosted by DJ Drama),ma i got a family (a gangsta grillz special edition hosted by dj drama),Democratic fund threat provide less mind side.,2022-10-21,00:23:46,10,https://i.scdn.co/image/ab67616d0000b2735662edf2aab813b8378a6041,https://open.spotify.com/album/03uqzSo0gE0j2kXooydtMh,101
3800 Degrees,3800 degrees,Instead so speech life thousand once.,2022-10-07,00:26:11,10,https://i.scdn.co/image/ab67616d0000b273b0f42f937c3179f0fa5d9b3a,https://open.spotify.com/album/1gDwjnGfTH7BSqtc4y7AiL,101
Realer 2,realer 2,Shake between become add station most.,2022-09-07,00:27:50,10,https://i.scdn.co/image/ab67616d0000b2736722640bb6382c8d210d066b,https://open.spotify.com/album/0HYHImbSqwsuU61PSMEe8J,101
LOOK AT ME: THE ALBUM,look at me: the album,Vote toward part professor rule final set.,2022-06-10,00:26:27,10,https://i.scdn.co/image/ab67616d0000b27352cc5e3765a135c52e1bbbbc,https://open.spotify.com/album/7vNqlfthayItIbI0Ssmfoa,102
Bad Vibes Forever,bad vibes forever,Yard describe plan ball important debate.,2019-12-06,00:22:44,10,https://i.scdn.co/image/ab67616d0000b273fa96fd3251629605bb59345d,https://open.spotify.com/album/3hn46RDrEmoi4XhLjgdNjZ,102
"XXXTENTACION Presents: Members Only, Vol. 4","xxxtentacion presents: members only, vol. 4",Minute eight writer cost central.,2019-01-23,00:25:23,10,https://i.scdn.co/image/ab67616d0000b27365ba84e2771cc90d8192a06a,https://open.spotify.com/album/4EeDFhIVRxOg4dx7ozSNXa,102
SKINS,skins,Son set son feel easy.,2018-12-07,00:19:47,10,https://i.scdn.co/image/ab67616d0000b273da9e59639a9759d8952890c6,https://open.spotify.com/album/1qsQOC4Jn0fnaUZLAbs4dz,102
17,17,Main late price send too hour old.,2017-08-25,00:20:20,10,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,https://open.spotify.com/album/5VdyJkLe3yvOs0l4xXbWp0,102
"XXXTENTACION Presents: Members Only, Vol. 3","xxxtentacion presents: members only, vol. 3",Avoid end case really.,2017-07-14,00:22:45,10,https://i.scdn.co/image/ab67616d0000b27381e8dbcc784d8dbc7243ee0e,https://open.spotify.com/album/7ifkO4gppMVf0HNy7JJDHn,102
EMOJI,emoji,Already son range plan weight yeah past.,2023-09-14,00:02:50,1,https://i.scdn.co/image/ab67616d0000b273ebf66ce12e5f18626ea74c3b,https://open.spotify.com/album/2X4nnFNUTReSUy8okcYYAE,102
ItWasntEnough,itwasntenough,Nearly happen body.,2023-09-08,00:10:48,4,https://i.scdn.co/image/ab67616d0000b273b50ede505c39218ac11d4edb,https://open.spotify.com/album/6WJROqk9sHdhBaaQcpOGk7,102
Let Somebody Go (Ofenbach Remix),let somebody go (ofenbach remix),Loss drive bad.,2022-04-15,00:03:14,1,https://i.scdn.co/image/ab67616d0000b273c1872d02df5bf96ffb8ef81c,https://open.spotify.com/album/7lbSZjlBsWuXtR3WqsdOSN,103
Let Somebody Go (Piano Version),let somebody go (piano version),Anything for like language pattern out condition.,2022-03-18,00:15:00,4,https://i.scdn.co/image/ab67616d0000b2730e40385d4f6875e628ca95a2,https://open.spotify.com/album/1mbwiDXEr8l6mK7o76dqyu,103
POWER UP,power up,Relationship late never him late compare move.,2020-11-13,00:34:30,10,https://i.scdn.co/image/ab67616d0000b27304db0e3bcd166c1d6cfd81f9,https://open.spotify.com/album/3bTNxJYk2bwdWBMtrjBxb0,104
Rock or Bust,rock or bust,Field because then none.,2014-11-28,00:31:16,10,https://i.scdn.co/image/ab67616d0000b273f5ea32b7c7b4ee3a4583d5df,https://open.spotify.com/album/6OwvO40ahugJE5PH4TjqTg,104
Live at River Plate,live at river plate,Cost early old beat tough bag.,2012-11-19,00:51:24,10,https://i.scdn.co/image/ab67616d0000b2730a80b890ab011362fd7aa73b,https://open.spotify.com/album/4H6JMsvxmh0U7VBYiWiyLa,104
Black Ice,black ice,Use ask trade writer receive.,2008-10-20,00:36:00,10,https://i.scdn.co/image/ab67616d0000b273107d182a8d39586f8f3f23a0,https://open.spotify.com/album/7qVfz4UGONwEd5nQjj0ESN,104
Stiff Upper Lip,stiff upper lip,Guy benefit campaign look style she region.,2000-02-25,00:38:35,10,https://i.scdn.co/image/ab67616d0000b2736376f65001ec44cb380e12c1,https://open.spotify.com/album/5JPVHEB67TREre4Q8JOfCQ,104
Ballbreaker,ballbreaker,Seem father site whether nearly fill.,1995-09-22,00:45:20,10,https://i.scdn.co/image/ab67616d0000b273dd72be577ed91add8f268f5e,https://open.spotify.com/album/1zXYNAA57WJ33GgZJHchhX,104
Live (Collector's Edition),live (collector's edition),Someone family kitchen consumer.,1992-10-27,01:00:47,10,https://i.scdn.co/image/ab67616d0000b27326b32820b869763b5d706c26,https://open.spotify.com/album/6jOO0YHvuHP4UkJuDpcAoz,104
Live,live,Nature huge west vote article indeed.,1992-10-27,00:52:00,10,https://i.scdn.co/image/ab67616d0000b273c5a5b4be2acc36cddc42fb8f,https://open.spotify.com/album/1dmBXO2zmCbsf8qAicqbs0,104
The Razors Edge,the razors edge,Their range there. Open near early individual.,1990-09-24,00:40:10,10,https://i.scdn.co/image/ab67616d0000b2738399047ff71200928f5b6508,https://open.spotify.com/album/4vu7F6h90Br1ZtYYaqfITy,104
Blow Up Your Video,blow up your video,Recognize society sign civil firm defense day.,1988-02-01,00:42:57,10,https://i.scdn.co/image/ab67616d0000b2737d29629468b9a39131b6d718,https://open.spotify.com/album/5jfgUmvXCar7Qf5lidVkqI,104
Malo (The Cube Guys Remix),malo (the cube guys remix),Drug focus property center.,2022-08-26,00:02:58,1,https://i.scdn.co/image/ab67616d0000b273ef3ea29c458c8a6ddf9ae36d,https://open.spotify.com/album/1vd2JYeZdinqxPXF26yAuJ,105
Street Dancer (Sgt Slick's Discotizer 2022 Remix),street dancer (sgt slick's discotizer 2022 remix),Goal act could tax.,2022-08-05,00:02:53,1,https://i.scdn.co/image/ab67616d0000b2738b2b52634e050d6c3efc4524,https://open.spotify.com/album/2fhQ63mzH0H68B0xpIbLqC,105
My Feelings For You (Mark Knight Remix),my feelings for you (mark knight remix),Lawyer bed one message structure onto.,2022-07-15,00:03:44,1,https://i.scdn.co/image/ab67616d0000b2730acda42b6bb107263bee9edc,https://open.spotify.com/album/3P4T0xEYwLZiB9xhzM0tzF,105
My Feelings For You (Don Diablo Remix),my feelings for you (don diablo remix),Side get sign measure already old.,2022-06-03,00:03:25,1,https://i.scdn.co/image/ab67616d0000b273208a803030ea4449adbbc45c,https://open.spotify.com/album/32jpJfXBTiNcdVHSLib498,105
Everything I Thought It Was,everything i thought it was,Employee Democrat interview certain.,2024-03-15,00:42:51,10,https://i.scdn.co/image/ab67616d0000b273aac85c17ae742b399776cdab,https://open.spotify.com/album/716B2iWcwoKolCXrqwLGQh,106
Man of the Woods,man of the woods,Plant watch sort line serious.,2018-02-02,00:40:27,10,https://i.scdn.co/image/ab67616d0000b2734626ff0fee963da605f6aa06,https://open.spotify.com/album/01l3jTY261V3CESZR4dABz,106
The Book of Love (Original Motion Picture Soundtrack),the book of love (original motion picture soundtrack),Present everybody pay plan others seem exist.,2017-01-13,00:16:20,10,https://i.scdn.co/image/ab67616d0000b27341ff96cabb613b6a6d6d9238,https://open.spotify.com/album/2H8u9DigrbmhweDlLr8twg,106
The 20/20 Experience - 2 of 2 (Deluxe),the 20/20 experience - 2 of 2 (deluxe),Imagine amount democratic child.,2013-09-27,01:03:01,10,https://i.scdn.co/image/ab67616d0000b27331dc01391d65eed27744e461,https://open.spotify.com/album/5lYzReGzcSNF0Gx47wm6qU,106
The 20/20 Experience (Deluxe Version),the 20/20 experience (deluxe version),Race half sing green. Sort its street not.,2013-03-15,01:10:05,10,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244,https://open.spotify.com/album/0O82niJ0NpcptYRxogeEZu,106
"12"" Masters - The Essential Mixes","12"" masters - the essential mixes",Past than receive.,2010-09-17,01:07:46,10,https://i.scdn.co/image/ab67616d0000b273feb676131b157fde4ce4cd86,https://open.spotify.com/album/5nEa8zZQgZetmabLXu72Ko,106
FutureSex/LoveSounds Deluxe Edition,futuresex/lovesounds deluxe edition,Hundred ball too there budget Republican nation.,2006-09-13,00:55:09,10,https://i.scdn.co/image/ab67616d0000b273c68f26a3d34fbd0faed2b473,https://open.spotify.com/album/0tcExuDWMQdBbwSpqN8Ku2,106
FutureSex/LoveSounds,futuresex/lovesounds,Knowledge exist save employee realize here.,2006-09-12,00:55:09,10,https://i.scdn.co/image/ab67616d0000b273c6ba98fd3f3b396a6c6f7091,https://open.spotify.com/album/2scB1uhcCI1TSf6b9TCZK3,106
Justified,justified,Sea less turn performance street.,2002-11-04,00:49:32,10,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee,https://open.spotify.com/album/6QPkyl04rXwTGlGlcYaRoW,106
Drown,drown,Hear toward employee huge result foot.,2024-02-23,00:04:20,1,https://i.scdn.co/image/ab67616d0000b273982639687c2356ab38622f70,https://open.spotify.com/album/5PpH5XpQ59g6CB399oKkVA,106
Return of the Dream Canteen,return of the dream canteen,Little truth prepare six early such Republican.,2022-10-14,00:44:49,10,https://i.scdn.co/image/ab67616d0000b273aa50644f05f26e73ba950b8c,https://open.spotify.com/album/0KJc9ksnoJJsdpQxV3z5i1,107
Unlimited Love,unlimited love,Ok yourself alone consumer never away.,2022-04-01,00:43:41,10,https://i.scdn.co/image/ab67616d0000b27397a52e0aeda9d95fb881c56d,https://open.spotify.com/album/2ITVvrNiINKRiW7wA3w6w6,107
The Getaway,the getaway,Check Mrs look when woman catch material.,2016-06-17,00:39:23,10,https://i.scdn.co/image/ab67616d0000b27358406b3f1ac3ceaff7a64fef,https://open.spotify.com/album/43otFXrY0bgaq5fB3GrZj6,107
I'm with You,i'm with you,Well note have medical.,2011-08-29,00:41:39,10,https://i.scdn.co/image/ab67616d0000b27396136a2ab5696812e9b26723,https://open.spotify.com/album/5wZtSIvijWCMc1vlPFqAyB,107
Stadium Arcadium,stadium arcadium,Enough wait one low manager.,2006-05-09,00:44:31,10,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517,https://open.spotify.com/album/7xl50xr9NDkd3i2kBbzsNZ,107
By the Way (Deluxe Edition),by the way (deluxe edition),Partner whether church store city bed size.,2002-07-09,00:42:14,10,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4,https://open.spotify.com/album/6deiaArbeoqp1xPEGdEKp1,107
By the Way,by the way,Moment pretty look. Face start American.,2002-07-09,00:42:14,10,https://i.scdn.co/image/ab67616d0000b273fdbcee40748537ff80a7af70,https://open.spotify.com/album/1jWKVgnHX8nwR551hQNx5K,107
Californication (Deluxe Edition),californication (deluxe edition),Trouble and help modern.,1999-06-08,00:38:20,10,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595,https://open.spotify.com/album/2Y9IRtehByVkegoD7TcLfi,107
Californication,californication,People truth street practice moment.,1999-06-08,00:38:20,10,https://i.scdn.co/image/ab67616d0000b273a9249ebb15ca7a5b75f16a90,https://open.spotify.com/album/0fLhefnjlIV3pGNF9Wo8CD,107
