title,title_normalized,genre,release_date,duration,cover_image,likes,times_played,album_id,link
Who’s Afraid of Little Old Me?,whos afraid of little old me?,pop,2024-04-19,05:34,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,193,90186,41,https://open.spotify.com/track/2d8UxVNhJinc8uat9PoM9y
Fortnight (feat. Post Malone),fortnight (feat. post malone),pop,2024-04-18,03:48,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,190,75000,42,https://open.spotify.com/track/2OzhQlSqBEmt7hmkYxfT6m
The Tortured Poets Department,the tortured poets department,pop,2024-04-18,04:53,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,357,32632,42,https://open.spotify.com/track/3NMrVbIVWT3fPXBj0rNDKG
My Boy Only Breaks His Favorite Toys,my boy only breaks his favorite toys,pop,2024-04-18,03:23,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,671,80838,42,https://open.spotify.com/track/2XXwLdtuAcE0HSCu61ijAb
Down Bad,down bad,pop,2024-04-18,04:21,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,203,80539,42,https://open.spotify.com/track/2F3N9tdombb64aW6VtZOdo
"So Long, London","so long, london",pop,2024-04-18,04:22,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,23,93592,42,https://open.spotify.com/track/3Vevii7qKqrmW8CcyzBHDl
But Daddy I Love Him,but daddy i love him,pop,2024-04-18,05:40,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,46,11127,42,https://open.spotify.com/track/5og4Qzt92jJzVDkOtSEilb
Fresh Out The Slammer,fresh out the slammer,pop,2024-04-18,03:30,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,343,56231,42,https://open.spotify.com/track/3fO566xJgwxIa3qGCGBvIC
Florida!!! (feat. Florence + The Machine),florida!!! (feat. florence + the machine),pop,2024-04-18,03:35,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,151,31291,42,https://open.spotify.com/track/3ZVFcD8Wlw9T9klGqmJf9F
Guilty as Sin?,guilty as sin?,pop,2024-04-18,04:14,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,494,54811,42,https://open.spotify.com/track/0W0iAC1VGlB82PI6elxFYf
Who’s Afraid of Little Old Me?,whos afraid of little old me?,pop,2024-04-18,05:34,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,730,7498,42,https://open.spotify.com/track/36t6frENUtCYKuZus6aYDO
Welcome To New York (Taylor's Version),welcome to new york (taylor's version),pop,2023-10-27,03:32,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,945,61075,43,https://open.spotify.com/track/4WUepByoeqcedHoYhSNHRt
Blank Space (Taylor's Version),blank space (taylor's version),pop,2023-10-27,03:51,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,815,55083,43,https://open.spotify.com/track/0108kcWLnn2HlH2kedi1gn
Style (Taylor's Version),style (taylor's version),pop,2023-10-27,03:51,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,504,94545,43,https://open.spotify.com/track/3Vpk1hfMAQme8VJ0SNRSkd
Out Of The Woods (Taylor's Version),out of the woods (taylor's version),pop,2023-10-27,03:55,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,9,74289,43,https://open.spotify.com/track/1OcSfkeCg9hRC2sFKB4IMJ
All You Had To Do Was Stay (Taylor's Version),all you had to do was stay (taylor's version),pop,2023-10-27,03:13,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,132,38694,43,https://open.spotify.com/track/2k0ZEeAqzvYMcx9Qt5aClQ
Shake It Off (Taylor's Version),shake it off (taylor's version),pop,2023-10-27,03:39,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,286,80273,43,https://open.spotify.com/track/50yNTF0Od55qnHLxYsA5Pw
I Wish You Would (Taylor's Version),i wish you would (taylor's version),pop,2023-10-27,03:27,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,720,19882,43,https://open.spotify.com/track/3FxJDucHWdw6caWTKO5b23
Bad Blood (Taylor's Version),bad blood (taylor's version),pop,2023-10-27,03:31,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,111,31371,43,https://open.spotify.com/track/7oZONwFiFIErZcXAtTu7FY
Wildest Dreams (Taylor's Version),wildest dreams (taylor's version),pop,2023-10-27,03:40,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,824,88899,43,https://open.spotify.com/track/27exgla7YBw9DUNNcTIpjy
How You Get The Girl (Taylor's Version),how you get the girl (taylor's version),pop,2023-10-27,04:07,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,36,30414,43,https://open.spotify.com/track/733OhaXQIHY7BKtY3vnSkn
Welcome To New York (Taylor's Version),welcome to new york (taylor's version),pop,2023-10-26,03:32,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,269,88467,44,https://open.spotify.com/track/1hR8BSuEqPCCZfv93zzzz9
Blank Space (Taylor's Version),blank space (taylor's version),pop,2023-10-26,03:51,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,761,36278,44,https://open.spotify.com/track/45wMBGri1PORPjM9PwFfrS
Style (Taylor's Version),style (taylor's version),pop,2023-10-26,03:51,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,634,97634,44,https://open.spotify.com/track/1hjRhYpWyqDpPahmSlUTlc
Out Of The Woods (Taylor's Version),out of the woods (taylor's version),pop,2023-10-26,03:55,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,422,23662,44,https://open.spotify.com/track/045ZeOHPIzhxxsm8bq5kyE
All You Had To Do Was Stay (Taylor's Version),all you had to do was stay (taylor's version),pop,2023-10-26,03:13,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,445,97710,44,https://open.spotify.com/track/6GXgd1BPD9bUpqw5AntGV5
Shake It Off (Taylor's Version),shake it off (taylor's version),pop,2023-10-26,03:39,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,945,7129,44,https://open.spotify.com/track/3pv7Q5v2dpdefwdWIvE7yH
I Wish You Would (Taylor's Version),i wish you would (taylor's version),pop,2023-10-26,03:27,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,375,54711,44,https://open.spotify.com/track/43y1WpBdnEy5TR9aZoSQL9
Bad Blood (Taylor's Version),bad blood (taylor's version),pop,2023-10-26,03:31,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,389,59036,44,https://open.spotify.com/track/64FzgoLZ3oXu2SriZblHic
Wildest Dreams (Taylor's Version),wildest dreams (taylor's version),pop,2023-10-26,03:40,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,152,84264,44,https://open.spotify.com/track/1K39ty6o1sHwwlZwO6a7wK
How You Get The Girl (Taylor's Version),how you get the girl (taylor's version),pop,2023-10-26,04:07,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,440,53867,44,https://open.spotify.com/track/75W3SngKzTuoQ94uLf3y82
Mine (Taylor's Version),mine (taylor's version),pop,2023-07-07,03:51,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,416,93643,45,https://open.spotify.com/track/7G0gBu6nLdhFDPRLc0HdDG
Sparks Fly (Taylor’s Version),sparks fly (taylors version),pop,2023-07-07,04:21,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,526,2070,45,https://open.spotify.com/track/3MytWN8L7shNYzGl4tAKRp
Back To December (Taylor's Version),back to december (taylor's version),pop,2023-07-07,04:54,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,945,32987,45,https://open.spotify.com/track/79uDOz0zuuWS7HWxzMmTa2
Speak Now (Taylor's Version),speak now (taylor's version),pop,2023-07-07,04:02,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,129,1962,45,https://open.spotify.com/track/5xXqyjLicvEpch72qEryFT
Dear John (Taylor's Version),dear john (taylor's version),pop,2023-07-07,06:45,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,550,68312,45,https://open.spotify.com/track/1zU8j1x3yi9xalMF96pzKp
Mean (Taylor's Version),mean (taylor's version),pop,2023-07-07,03:58,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,183,61337,45,https://open.spotify.com/track/30Y4CV7A6YqtQtTTo7Ue4j
The Story Of Us (Taylor's Version),the story of us (taylor's version),pop,2023-07-07,04:27,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,631,78082,45,https://open.spotify.com/track/6dTA6y0C2ReQklntzZl8l3
Never Grow Up (Taylor's Version),never grow up (taylor's version),pop,2023-07-07,04:52,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,161,89153,45,https://open.spotify.com/track/2EFZ9emtKWEglWUQGEQ3P9
Enchanted (Taylor's Version),enchanted (taylor's version),pop,2023-07-07,05:53,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,817,70632,45,https://open.spotify.com/track/3sW3oSbzsfecv9XoUdGs7h
Better Than Revenge (Taylor's Version),better than revenge (taylor's version),pop,2023-07-07,03:40,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,934,73954,45,https://open.spotify.com/track/0NwGC0v03ysCYINtg6ns58
Lavender Haze,lavender haze,pop,2023-05-26,03:22,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,464,4054,46,https://open.spotify.com/track/24emu3sabKISjRkrys28jq
Maroon,maroon,pop,2023-05-26,03:38,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,94,60603,46,https://open.spotify.com/track/6qxvy9Pe4RJIq5JBVbbwbS
Anti-Hero,anti-hero,pop,2023-05-26,03:20,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,918,85171,46,https://open.spotify.com/track/5qIHFdkW6phMsTZlN2g8Lc
Snow On The Beach (feat. Lana Del Rey),snow on the beach (feat. lana del rey),pop,2023-05-26,04:16,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,879,96006,46,https://open.spotify.com/track/7GA86Uo2jYbj8vIXe2nyWd
"You're On Your Own, Kid","you're on your own, kid",pop,2023-05-26,03:14,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,197,46391,46,https://open.spotify.com/track/6PQOU00xWNrGwCZzboriXy
Midnight Rain,midnight rain,pop,2023-05-26,02:54,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,572,690,46,https://open.spotify.com/track/4eKMqf9ZMSclDX7V9Ptg7x
Question...?,question...?,pop,2023-05-26,03:30,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,730,26122,46,https://open.spotify.com/track/7oomkQSYf1ia2VnVEWfFIU
Vigilante Shit,vigilante shit,pop,2023-05-26,02:44,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,640,47846,46,https://open.spotify.com/track/0GKDhq6ZbmSbRHd3eyGlB7
Bejeweled,bejeweled,pop,2023-05-26,03:14,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,628,36286,46,https://open.spotify.com/track/0VpF6RLdCfPIeYRwMu4tZK
Labyrinth,labyrinth,pop,2023-05-26,04:07,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,268,80423,46,https://open.spotify.com/track/4bBDkw2KBMX0tcgAaXC83Q
Lavender Haze,lavender haze,pop,2022-10-22,03:22,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,404,7461,47,https://open.spotify.com/track/4g2c7NoTWAOSYDy44l9nub
Maroon,maroon,pop,2022-10-22,03:38,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,539,18338,47,https://open.spotify.com/track/199E1RRrVmVTQqBXih5qRC
Anti-Hero,anti-hero,pop,2022-10-22,03:20,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,466,10697,47,https://open.spotify.com/track/02Zkkf2zMkwRGQjZ7T4p8f
Snow On The Beach (feat. Lana Del Rey),snow on the beach (feat. lana del rey),pop,2022-10-22,04:16,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,537,61840,47,https://open.spotify.com/track/6ADDIJxxqzM9LMpm78yzQG
"You're On Your Own, Kid","you're on your own, kid",pop,2022-10-22,03:14,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,678,47743,47,https://open.spotify.com/track/7gVWKBcfIW93YxNBi3ApIE
Midnight Rain,midnight rain,pop,2022-10-22,02:54,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,257,36169,47,https://open.spotify.com/track/6Nl7KyvjkFncGsjB49SxLl
Question...?,question...?,pop,2022-10-22,03:30,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,61,70824,47,https://open.spotify.com/track/6C7OF1Jal7YkyjzyUG8vkK
Vigilante Shit,vigilante shit,pop,2022-10-22,02:44,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,803,79902,47,https://open.spotify.com/track/5yeuXkukVGuix3vmLu2BPJ
Bejeweled,bejeweled,pop,2022-10-22,03:14,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,125,61792,47,https://open.spotify.com/track/0jvo9CjnbR0lYUDTSNTMiu
Labyrinth,labyrinth,pop,2022-10-22,04:07,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,482,16474,47,https://open.spotify.com/track/43q586vP8gGkYypKoSddhl
Lavender Haze,lavender haze,pop,2022-10-21,03:22,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,559,65998,48,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC
Maroon,maroon,pop,2022-10-21,03:38,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,974,20850,48,https://open.spotify.com/track/3eX0NZfLtGzoLUxPNvRfqm
Anti-Hero,anti-hero,pop,2022-10-21,03:20,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,17,26212,48,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
Snow On The Beach (feat. Lana Del Rey),snow on the beach (feat. lana del rey),pop,2022-10-21,04:16,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,653,38787,48,https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h
"You're On Your Own, Kid","you're on your own, kid",pop,2022-10-21,03:14,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,214,39137,48,https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t
Midnight Rain,midnight rain,pop,2022-10-21,02:54,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,18,38087,48,https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4
Question...?,question...?,pop,2022-10-21,03:30,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,183,70268,48,https://open.spotify.com/track/0heeNYlwOGuUSe7TgUD27B
Vigilante Shit,vigilante shit,pop,2022-10-21,02:44,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,418,43317,48,https://open.spotify.com/track/1xwAWUI6Dj0WGC3KiUPN0O
Bejeweled,bejeweled,pop,2022-10-21,03:14,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,766,78900,48,https://open.spotify.com/track/3qoftcUZaUOncvIYjFSPdE
Labyrinth,labyrinth,pop,2022-10-21,04:07,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,0,68796,48,https://open.spotify.com/track/0A1JLUlkZkp2EFrosoNQi0
State Of Grace (Taylor's Version),state of grace (taylor's version),pop,2021-11-12,04:55,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,400,72809,49,https://open.spotify.com/track/6lzc0Al0zfZOIFsFvBS1ki
Red (Taylor's Version),red (taylor's version),pop,2021-11-12,03:43,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,213,11078,49,https://open.spotify.com/track/4OAuvHryIVv4kMDNSLuPt6
Treacherous (Taylor's Version),treacherous (taylor's version),pop,2021-11-12,04:02,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,43,41881,49,https://open.spotify.com/track/3S7HNKPakdwNEBFIVTL6dZ
I Knew You Were Trouble (Taylor's Version),i knew you were trouble (taylor's version),pop,2021-11-12,03:39,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,322,31190,49,https://open.spotify.com/track/6AtZLIzUINvExIUy4QhdjP
All Too Well (Taylor's Version),all too well (taylor's version),pop,2021-11-12,05:29,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,994,10387,49,https://open.spotify.com/track/3nsfB1vus2qaloUdcBZvDu
22 (Taylor's Version),22 (taylor's version),pop,2021-11-12,03:50,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,749,22120,49,https://open.spotify.com/track/3yII7UwgLF6K5zW3xad3MP
I Almost Do (Taylor's Version),i almost do (taylor's version),pop,2021-11-12,04:04,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,700,44746,49,https://open.spotify.com/track/2r9CbjYgFhtAmcFv1cSquB
We Are Never Ever Getting Back Together (Taylor's Version),we are never ever getting back together (taylor's version),pop,2021-11-12,03:13,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,614,96194,49,https://open.spotify.com/track/5YqltLsjdqFtvqE7Nrysvs
Stay Stay Stay (Taylor's Version),stay stay stay (taylor's version),pop,2021-11-12,03:25,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,76,94354,49,https://open.spotify.com/track/7eQj6r5PIdYKEIZjucBMcq
The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),the last time (feat. gary lightbody of snow patrol) (taylors version),pop,2021-11-12,04:59,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,651,76845,49,https://open.spotify.com/track/0y6kdSRCVQhSsHSpWvTUm7
Fearless (Taylor’s Version),fearless (taylors version),pop,2021-04-09,04:01,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,389,99715,50,https://open.spotify.com/track/77sMIMlNaSURUAXq5coCxE
Fifteen (Taylor’s Version),fifteen (taylors version),pop,2021-04-09,04:54,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,516,67649,50,https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5
Love Story (Taylor’s Version),love story (taylors version),pop,2021-04-09,03:55,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,95,62868,50,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
Hey Stephen (Taylor’s Version),hey stephen (taylors version),pop,2021-04-09,04:14,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,1,50567,50,https://open.spotify.com/track/550erGcdD9n6PnwxrvYqZT
White Horse (Taylor’s Version),white horse (taylors version),pop,2021-04-09,03:54,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,127,28923,50,https://open.spotify.com/track/5YL553x8sHderRBDlm3NM3
You Belong With Me (Taylor’s Version),you belong with me (taylors version),pop,2021-04-09,03:51,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,553,46882,50,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA
Breathe (feat. Colbie Caillat) (Taylor’s Version),breathe (feat. colbie caillat) (taylors version),pop,2021-04-09,04:23,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,440,86274,50,https://open.spotify.com/track/7HC7R2D8WjXVcUHJyEGjRs
Tell Me Why (Taylor’s Version),tell me why (taylors version),pop,2021-04-09,03:20,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,43,53686,50,https://open.spotify.com/track/0k0vFacOHNuArLWMiH60p7
You’re Not Sorry (Taylor’s Version),youre not sorry (taylors version),pop,2021-04-09,04:21,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,217,32250,50,https://open.spotify.com/track/6iiAfo4wTA2CVC3Uwx9uh8
The Way I Loved You (Taylor’s Version),the way i loved you (taylors version),pop,2021-04-09,04:03,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,172,66694,50,https://open.spotify.com/track/22bPsP2jCgbLUvh82U0Z3M
Virginia Beach,virginia beach,canadian hip hop,2023-11-17,04:11,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,604,31498,51,https://open.spotify.com/track/6YV2AI87l1n2fzqU8Dyo05
Amen (feat. Teezo Touchdown),amen (feat. teezo touchdown),canadian hip hop,2023-11-17,02:21,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,482,93234,51,https://open.spotify.com/track/59ZmQR4pwCaa5iM3veM7Cs
Calling For You (feat. 21 Savage),calling for you (feat. 21 savage),canadian hip hop,2023-11-17,04:45,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,949,95549,51,https://open.spotify.com/track/2R30S0W4JCM9JaQWlpmeWn
Fear Of Heights,fear of heights,canadian hip hop,2023-11-17,02:35,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,948,82973,51,https://open.spotify.com/track/6LFW4dEsLeiGluniXRgVYr
Daylight,daylight,canadian hip hop,2023-11-17,02:44,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,102,77779,51,https://open.spotify.com/track/1us5wNgZc0YLT8RQQs2Q7L
First Person Shooter (feat. J. Cole),first person shooter (feat. j. cole),canadian hip hop,2023-11-17,04:07,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,300,88987,51,https://open.spotify.com/track/6xIsHPRHdbzU6UMVFn4wh8
IDGAF (feat. Yeat),idgaf (feat. yeat),canadian hip hop,2023-11-17,04:20,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,703,42564,51,https://open.spotify.com/track/2uvBprdlMpzeN5Bq0PzMBI
7969 Santa,7969 santa,canadian hip hop,2023-11-17,04:19,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,768,18180,51,https://open.spotify.com/track/0pdMOh52apEWAS1xELJY7Q
Slime You Out (feat. SZA),slime you out (feat. sza),canadian hip hop,2023-11-17,05:10,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,166,71761,51,https://open.spotify.com/track/4gQBXN2GBRpemMuxg5y3h9
Bahamas Promises,bahamas promises,canadian hip hop,2023-11-17,03:04,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a,790,20771,51,https://open.spotify.com/track/3nHat22UwPywIevUrXIhy1
Virginia Beach,virginia beach,canadian hip hop,2023-10-06,04:11,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,790,55805,52,https://open.spotify.com/track/3eP13S8D5m2cweMEg3ZDed
Amen (feat. Teezo Touchdown),amen (feat. teezo touchdown),canadian hip hop,2023-10-06,02:21,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,566,44961,52,https://open.spotify.com/track/0Mrnt1YqVuW2bqmwu4VxDt
Calling For You (feat. 21 Savage),calling for you (feat. 21 savage),canadian hip hop,2023-10-06,04:45,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,773,20653,52,https://open.spotify.com/track/2nibvvDdAQkVraYP00z2RS
Fear Of Heights,fear of heights,canadian hip hop,2023-10-06,02:35,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,157,12270,52,https://open.spotify.com/track/53KaP77tkliz36LPxWGlWK
Daylight,daylight,canadian hip hop,2023-10-06,02:44,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,602,67717,52,https://open.spotify.com/track/4ZT0wGKwlJRjpMUuwZVy3p
First Person Shooter (feat. J. Cole),first person shooter (feat. j. cole),canadian hip hop,2023-10-06,04:07,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,346,80677,52,https://open.spotify.com/track/7aqfrAY2p9BUSiupwk3svU
IDGAF (feat. Yeat),idgaf (feat. yeat),canadian hip hop,2023-10-06,04:20,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,949,58737,52,https://open.spotify.com/track/2YSzYUF3jWqb9YP9VXmpjE
7969 Santa,7969 santa,canadian hip hop,2023-10-06,04:19,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,42,94235,52,https://open.spotify.com/track/1GpWY5RiInhezB8wGWs6oN
Slime You Out (feat. SZA),slime you out (feat. sza),canadian hip hop,2023-10-06,05:10,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,709,88382,52,https://open.spotify.com/track/0AYt6NMyyLd0rLuvr0UkMH
Bahamas Promises,bahamas promises,canadian hip hop,2023-10-06,03:04,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,660,83555,52,https://open.spotify.com/track/3JZjcKImHcmOI9ylL4zrSc
Rich Flex,rich flex,canadian hip hop,2022-11-04,03:59,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,751,56404,53,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N
Major Distribution,major distribution,canadian hip hop,2022-11-04,02:50,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,413,72483,53,https://open.spotify.com/track/46s57QULU02Voy0Kup6UEb
On BS,on bs,canadian hip hop,2022-11-04,04:21,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,96,6196,53,https://open.spotify.com/track/34tz0eDhGuFErIuW3q4mPX
BackOutsideBoyz,backoutsideboyz,canadian hip hop,2022-11-04,02:32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,971,74935,53,https://open.spotify.com/track/0wshkEEcJUQU33RSRBb5dv
Privileged Rappers,privileged rappers,canadian hip hop,2022-11-04,02:40,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,206,57350,53,https://open.spotify.com/track/7l2nxyx7IkBX5orhkALg0V
Spin Bout U,spin bout u,canadian hip hop,2022-11-04,03:34,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,801,22668,53,https://open.spotify.com/track/2ZL7WZcjuYKi1KUDtp4kCC
Hours In Silence,hours in silence,canadian hip hop,2022-11-04,06:39,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,898,15797,53,https://open.spotify.com/track/0sSRLXxknVTQDStgU1NqpY
Treacherous Twins,treacherous twins,canadian hip hop,2022-11-04,03:00,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,784,26098,53,https://open.spotify.com/track/4Flfb4fGscN9kXPOduQLrv
Circo Loco,circo loco,canadian hip hop,2022-11-04,03:56,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,637,61156,53,https://open.spotify.com/track/7GeTsDIc5ykNB6lORO6Cee
